review_scores_rating
4.78
4.79
4.74
4.84
4.63
4.69
4.88
4.6
4.56
4.93
4.92
4.67
4.61
4.48
4.67
4.87
4.8
4.84
4.61
4.84
4.59
4.19
4.67
4.7
4.62
4.81
4.9
4.98
4.9
4.82
4.5
4.53
4.78
4.9
4.9
4.33
4.52
4.67
4.58
4.75
4.97
4.45
4.79
4.78
4.81
4.96
4.93
4.55
4.79
4.9
4.31
4.9
4.9
4.64
4.86
4.83
4.89
4.93
4.9
4.89
4.87
4.54
4.59
4.72
4.94
4.78
4.76
5.0
4.73
4.79
4.64
4.84
4.56
4.89
4.92
4.83
4.9
4.83
4.75
4.88
4.88
4.53
4.89
4.88
4.83
4.97
4.73
4.68
4.79
4.71
4.82
4.51
4.83
4.59
4.94
4.85
0.0
4.92
4.9
4.96
4.65
4.92
4.56
4.89
5.0
4.91
4.73
4.0
4.5
4.17
0.0
4.92
4.61
5.0
4.87
4.61
4.94
5.0
4.33
4.91
5.0
4.67
4.62
4.89
4.94
4.85
4.91
3.33
4.34
5.0
4.85
5.0
4.56
4.83
4.83
4.81
4.87
4.53
4.53
4.81
4.91
4.58
4.85
4.82
4.82
4.63
4.9
4.73
4.8
4.9
4.5
4.46
4.58
3.75
4.92
4.5
4.33
4.77
4.85
4.91
4.85
4.77
4.75
4.77
4.92
4.56
4.92
4.94
5.0
4.75
4.91
4.8
4.94
4.79
4.86
4.85
4.25
4.54
4.59
4.91
4.8
4.67
4.6
5.0
4.17
4.45
4.57
4.78
4.84
4.67
4.9
4.8
0.0
4.0
4.85
4.76
4.82
4.91
4.88
5.0
4.76
4.78
4.62
4.8
4.84
4.87
4.9
5.0
5.0
4.71
4.55
4.79
5.0
4.77
4.94
4.92
4.78
4.93
4.91
4.55
4.89
4.84
4.94
4.67
5.0
4.8
4.44
4.75
4.88
4.7
0.0
5.0
5.0
4.91
4.81
4.68
5.0
4.48
4.72
4.94
4.67
4.0
4.81
5.0
4.54
5.0
5.0
5.0
4.66
4.4
4.9
4.52
5.0
5.0
4.93
4.64
4.7
4.96
4.77
4.88
4.61
4.96
4.6
4.57
5.0
4.77
4.77
4.79
4.73
4.83
4.76
4.87
4.86
4.95
4.64
4.96
4.7
4.55
5.0
4.1
4.82
4.95
4.94
4.82
5.0
4.85
3.75
4.85
4.64
4.0
5.0
5.0
0.0
4.68
5.0
5.0
4.53
5.0
5.0
4.77
4.57
4.5
4.92
4.9
4.92
4.77
4.76
4.69
4.0
5.0
4.74
4.5
4.18
4.52
4.88
5.0
4.76
0.0
4.92
4.5
4.59
4.98
4.92
4.57
5.0
4.5
4.4
4.67
4.71
5.0
4.64
5.0
4.48
4.33
4.6
4.26
4.5
4.95
4.83
4.62
4.76
4.65
5.0
4.82
4.5
4.5
4.52
4.93
4.67
3.0
4.74
4.76
4.5
4.77
5.0
4.55
4.7
4.76
5.0
4.83
4.79
4.5
4.33
5.0
4.83
4.5
4.87
4.92
4.0
4.96
4.94
4.95
4.85
4.83
4.0
4.5
4.82
4.9
5.0
4.96
4.5
5.0
5.0
4.56
4.95
4.76
4.67
4.88
4.65
4.94
4.73
4.69
4.8
4.9
4.91
4.64
4.67
4.8
4.93
4.5
4.82
5.0
4.95
4.48
4.8
4.87
0.0
4.8
4.0
4.44
4.88
4.72
5.0
4.88
5.0
4.91
4.94
4.58
4.9
4.96
4.9
4.56
3.0
4.81
3.25
4.84
4.97
4.8
5.0
4.98
4.0
4.88
4.0
4.95
4.88
4.74
5.0
4.92
4.0
4.76
4.91
3.5
4.5
4.78
4.76
4.93
5.0
3.0
4.45
4.69
5.0
3.0
4.86
5.0
3.0
4.74
4.67
4.56
4.21
5.0
4.82
4.7
4.92
5.0
4.29
4.67
5.0
4.9
4.5
4.11
3.75
4.94
4.83
4.73
4.5
4.0
4.93
4.82
4.76
5.0
4.57
4.62
4.79
5.0
5.0
4.5
4.75
4.41
4.76
5.0
5.0
4.78
4.84
4.87
4.87
4.76
4.6
4.0
4.36
5.0
4.63
4.83
4.0
4.55
4.73
4.43
5.0
4.54
4.55
4.86
4.52
5.0
4.76
4.87
4.88
3.0
4.33
4.57
4.14
4.0
5.0
4.66
4.66
4.91
4.22
4.33
4.73
5.0
4.86
4.23
4.69
5.0
4.25
4.95
4.5
4.75
2.75
5.0
4.71
3.5
4.1
4.83
4.62
4.67
4.83
4.35
4.64
5.0
4.0
4.82
4.83
4.62
4.74
4.5
4.86
5.0
4.75
3.14
4.5
4.87
4.26
3.5
4.0
4.25
4.9
4.67
5.0
4.95
4.65
4.56
4.91
4.94
4.93
4.8
1.0
4.67
4.5
4.67
4.83
4.44
5.0
4.86
5.0
4.0
5.0
4.96
4.79
5.0
5.0
4.54
4.77
5.0
4.73
4.5
4.75
4.77
4.0
5.0
4.75
4.81
4.77
5.0
4.0
5.0
4.86
4.45
4.8
5.0
4.69
4.0
4.48
4.74
4.84
4.84
4.75
4.95
4.93
5.0
4.59
5.0
5.0
4.0
4.69
4.88
3.6
4.8
4.92
4.66
4.76
4.4
4.91
4.89
4.87
4.83
4.78
4.83
4.74
4.74
4.86
4.67
4.5
4.5
5.0
4.24
4.83
4.89
4.0
4.75
4.8
4.5
5.0
4.31
4.67
4.71
4.67
4.87
4.82
4.5
4.75
4.89
4.57
4.78
5.0
4.0
4.9
4.89
4.53
4.5
4.81
4.4
4.0
4.77
3.0
4.54
4.75
4.94
4.0
4.88
4.28
4.62
4.47
4.88
5.0
4.54
4.9
4.8
4.0
4.6
4.86
4.56
4.8
4.81
5.0
4.95
4.75
4.5
4.75
4.63
4.76
5.0
4.64
4.88
4.9
2.5
4.8
4.0
4.0
4.88
4.93
0.0
4.0
5.0
4.67
4.49
4.0
5.0
4.95
4.79
4.65
5.0
4.76
4.94
3.67
5.0
5.0
4.25
4.78
4.64
4.41
4.89
4.92
4.5
5.0
4.91
4.18
4.82
4.88
4.41
4.5
4.83
4.71
4.58
0.0
4.52
4.78
4.6
4.75
4.81
4.85
4.13
4.83
4.63
5.0
5.0
4.5
4.88
4.89
5.0
4.69
4.93
4.97
4.5
4.87
5.0
4.95
4.43
4.84
4.92
4.33
4.77
4.0
4.0
4.5
5.0
4.0
4.5
5.0
4.0
4.87
4.71
5.0
4.57
5.0
5.0
4.6
5.0
4.71
4.38
4.3
4.4
4.88
4.81
5.0
4.71
4.97
4.72
4.77
0.0
4.59
3.0
5.0
4.67
4.97
